x,y,distance,correlation_function
7.504577357765148e-13,7.504577357765148e-13,1.0613075079229518e-12,1.01058500956271e-23
0.7580381169467174,7.504577357765148e-13,0.7580381169467174,9.337811194220806e-24
1.5160762338926843,7.504577357765148e-13,1.5160762338926843,7.255732779027833e-24
2.2741143508386514,7.504577357765148e-13,2.2741143508386514,4.444581852441742e-24
3.032152467784618,7.504577357765148e-13,3.032152467784618,1.6432475916811034e-24
3.790190584730585,7.504577357765148e-13,3.790190584730585,-5.055011899578772e-25
4.548228701676552,7.504577357765148e-13,4.548228701676552,-1.6475299968816728e-24
5.306266818622519,7.504577357765148e-13,5.306266818622519,-1.7856193287981138e-24
6.064304935568486,7.504577357765148e-13,6.064304935568486,-1.2139384038259099e-24
6.822343052514452,7.504577357765148e-13,6.822343052514452,-3.6320804935376867e-25
7.580381169460419,7.504577357765148e-13,7.580381169460419,3.711387177089887e-25
8.338419286406385,7.504577357765148e-13,8.338419286406385,7.516871207667473e-25
9.096457403352353,7.504577357765148e-13,9.096457403352353,7.381177885661494e-25
9.85449552029832,7.504577357765148e-13,9.85449552029832,4.470486625438148e-25
10.612533637244287,7.504577357765148e-13,10.612533637244287,6.600689159647731e-26
11.370571754190253,7.504577357765148e-13,11.370571754190253,-2.3560370516221566e-25
12.12860987113622,7.504577357765148e-13,12.12860987113622,-3.6492336905508466e-25
12.886647988082187,7.504577357765148e-13,12.886647988082187,-3.197260814329239e-25
13.644686105028153,7.504577357765148e-13,13.644686105028153,-1.6463965776115628e-25
14.40272422197412,7.504577357765148e-13,14.40272422197412,1.1458302942104348e-26
15.160762338920087,7.504577357765148e-13,15.160762338920087,1.3573756248807225e-25
15.918800455866055,7.504577357765148e-13,15.918800455866055,1.7476421159878163e-25
16.67683857281202,7.504577357765148e-13,16.67683857281202,1.3659591885099238e-25
17.43487668975799,7.504577357765148e-13,17.43487668975799,5.653920248876227e-26
18.192914806703957,7.504577357765148e-13,18.192914806703957,-2.362645508670256e-26
18.950952923649922,7.504577357765148e-13,18.950952923649922,-7.330104427886846e-26
19.70899104059589,7.504577357765148e-13,19.70899104059589,-8.171711976150924e-26
20.467029157541855,7.504577357765148e-13,20.467029157541855,-5.671846802942714e-26
21.225067274487824,7.504577357765148e-13,21.225067274487824,-1.6780479574550027e-26
21.98310539143379,7.504577357765148e-13,21.98310539143379,1.8877068770896097e-26
22.741143508379757,7.504577357765148e-13,22.741143508379757,3.7810044272562754e-26
23.499181625325722,7.504577357765148e-13,23.499181625325722,3.7275299923913807e-26
24.25721974227169,7.504577357765148e-13,24.25721974227169,2.267917780601089e-26
25.01525785921766,7.504577357765148e-13,25.01525785921766,3.3387288341688045e-27
25.773295976163624,7.504577357765148e-13,25.773295976163624,-1.2111737554517605e-26
26.531334093109592,7.504577357765148e-13,26.531334093109592,-1.8825748637121682e-26
27.289372210055557,7.504577357765148e-13,27.289372210055557,-1.6577847884501056e-26
28.047410327001526,7.504577357765148e-13,28.047410327001526,-8.615228899509012e-27
28.80544844394749,7.504577357765148e-13,28.80544844394749,5.056037262249817e-28
29.56348656089346,7.504577357765148e-13,29.56348656089346,7.002802720546227e-27
30.321524677839424,7.504577357765148e-13,30.321524677839424,9.102016705542304e-27
31.079562794785392,7.504577357765148e-13,31.079562794785392,7.17624676145624e-27
31.83760091173136,7.504577357765148e-13,31.83760091173136,3.031217480038366e-27
32.59563902867733,7.504577357765148e-13,32.59563902867733,-1.1638541673271812e-27
33.353677145623294,7.504577357765148e-13,33.353677145623294,-3.798705165127655e-27
34.11171526256926,7.504577357765148e-13,34.11171526256926,-4.2858826817844954e-27
34.86975337951523,7.504577357765148e-13,34.86975337951523,-3.0117964639081388e-27
35.6277914964612,7.504577357765148e-13,35.6277914964612,-9.302665556709936e-28
36.38582961340717,7.504577357765148e-13,36.38582961340717,9.51543306870754e-28
37.14386773035313,7.504577357765148e-13,37.14386773035313,1.9705739097553865e-27
37.9019058472991,7.504577357765148e-13,37.9019058472991,1.968565291351165e-27
38.659943964245066,7.504577357765148e-13,38.659943964245066,1.217914380652878e-27
39.417982081191035,7.504577357765148e-13,39.417982081191035,2.0342398232302625e-28
40.176020198136996,7.504577357765148e-13,40.176020198136996,-6.186726835945512e-28
40.934058315082964,7.504577357765148e-13,40.934058315082964,-9.866972887725498e-28
41.69209643202893,7.504577357765148e-13,41.69209643202893,-8.81336774816992e-28
42.4501345489749,7.504577357765148e-13,42.4501345489749,-4.6853352162227145e-28
43.20817266592087,7.504577357765148e-13,43.20817266592087,1.2910588304312142e-29
43.96621078286683,7.504577357765148e-13,43.96621078286683,3.6155810664727357e-28
44.7242488998128,7.504577357765148e-13,44.7242488998128,4.800386886454839e-28
45.48228701675877,7.504577357765148e-13,45.48228701675877,3.8443058143709886e-28
46.24032513370474,7.504577357765148e-13,46.24032513370474,1.6799192239003616e-28
46.9983632506507,7.504577357765148e-13,46.9983632506507,-5.482760243458241e-29
47.756401367596666,7.504577357765148e-13,47.756401367596666,-1.9755721955358158e-28
48.514439484542635,7.504577357765148e-13,48.514439484542635,-2.2716677107351357e-28
49.2724776014886,7.504577357765148e-13,49.2724776014886,-1.6243500375723154e-28
50.03051571843457,7.504577357765148e-13,50.03051571843457,-5.304374465340839e-29
50.78855383538053,7.504577357765148e-13,50.78855383538053,4.752971239955703e-29
51.5465919523265,7.504577357765148e-13,51.5465919523265,1.0336383538793338e-28
52.30463006927247,7.504577357765148e-13,52.30463006927247,1.0509544223972562e-28
53.06266818621844,7.504577357765148e-13,53.06266818621844,6.64290243902115e-29
