kx,ky,norm,spectrum
19332584759.01686,0.013325200771836652,19332584759.01686,4.969646018444283e-37
26773433156.579384,0.013325200771836652,26773433156.579384,2.54305575676478e-37
37078162693.97167,0.013325200771836652,37078162693.97167,1.2803476004587634e-37
51349042191.20595,0.013325200771836652,51349042191.20595,6.262639453655862e-38
71112588714.73018,0.013325200771836652,71112588714.73018,2.918919956858191e-38
98482854945.56766,0.013325200771836652,98482854945.56766,1.26461167833015e-38
136387563630.07649,0.013325200771836652,136387563630.07649,4.979134965899494e-39
188881278098.90704,0.013325200771836652,188881278098.90704,1.7665187913985323e-39
261579107850.6327,0.013325200771836652,261579107850.6327,5.710684962247232e-40
362257341503.70966,0.013325200771836652,362257341503.70966,1.7223371848081187e-40
501685255185.86206,0.013325200771836652,501685255185.86206,4.965556455187225e-41
694777072636.1584,0.013325200771836652,694777072636.1584,1.3938925933772302e-41
962187299050.7479,0.013325200771836652,962187299050.7479,3.8548762089395496e-42
1332520077183.663,0.013325200771836652,1332520077183.663,1.05750640632081e-42
0.013325200771836652,0.0184538889450037,0.0227619637290873,1.407864754823613e-18
0.0184538889450037,0.0184538889450037,0.026097740024551157,1.4078630514214584e-18
0.025556539299151682,0.0184538889450037,0.031522733354574665,1.40785978446052e-18
0.035392902975387074,0.0184538889450037,0.03991495456867881,1.4078535187650375e-18
0.04901514897467922,0.0184538889450037,0.05237395198192062,1.4078415018794288e-18
0.06788041180687363,0.0184538889450037,0.07034412785915593,1.4078184551452167e-18
0.09400665719594305,0.0184538889450037,0.09580082261833704,1.4077742556884818e-18
0.13018853837095729,0.0184538889450037,0.13148992942564364,1.4076894928622031e-18
0.18029633250162708,0.0184538889450037,0.18123827832643907,1.4075269539258827e-18
0.24968993369380155,0.0184538889450037,0.25037094281327765,1.4072153238374832e-18
0.3457921862467856,0.0184538889450037,0.34628425041651284,1.406618031249173e-18
0.47888288606766527,0.0184538889450037,0.47923831710923426,1.4054738952870567e-18
0.6631983824088742,0.0184538889450037,0.6634550779419371,1.4032847451723954e-18
0.9184544013285121,0.0184538889450037,0.9186397734351099,1.3991051770715968e-18
1.2719549831465753,0.0184538889450037,1.2720888432686606,1.3911584102435884e-18
1.7615131211862156,0.0184538889450037,1.7616097814579703,1.376167101075485e-18
2.439495514562274,0.0184538889450037,2.43956531201496,1.3483008801437334e-18
3.3784240911937773,0.0184538889450037,3.3784744909464233,1.297895721237386e-18
4.678733480682994,0.0184538889450037,4.678769873511754,1.2110630415244956e-18
6.479514232782098,0.0184538889450037,6.479540511397623,1.0733393268231012e-18
8.973390954232555,0.0184538889450037,8.973409929537368,8.811533277340193e-19
12.427126837705726,0.0184538889450037,12.427140539417872,6.55907952394154e-19
17.2101585931217,0.0184538889450037,17.210168486868973,4.401278048082849e-19
23.834114085141398,0.0184538889450037,23.834121229228334,2.698593145797453e-19
33.00753977075904,0.0184538889450037,33.007544929368144,1.5491655904957933e-19
45.71169198176544,0.0184538889450037,45.71169570669869,8.526390290661056e-20
63.305499238901554,0.0184538889450037,63.30550192860477,4.57837178439126e-20
87.67092313023997,0.0184538889450037,87.67092507242332,2.4249081364021202e-20
121.41426661058928,0.0184538889450037,121.41426801300278,1.2748582629557762e-20
168.14496312178744,0.0184538889450037,168.14496413444346,6.676054465152673e-21
232.86166784588858,0.0184538889450037,232.86166857710813,3.488818206297727e-21
322.4869502198183,0.0184538889450037,322.486950747818,1.8212327065981958e-21
446.60778231180035,0.0184538889450037,446.6077826930588,9.501805198305604e-22
618.5010310820534,0.0184538889450037,618.5010313573529,4.955849896733829e-22
856.553648638595,0.0184538889450037,856.5536488373834,2.5844196467595246e-22
1186.229474367285,0.0184538889450037,1186.2294745108265,1.3476369443350184e-22
1642.7930323969724,0.0184538889450037,1642.793032500621,7.026912116906388e-23
2275.0816815873786,0.0184538889450037,2275.0816816622214,3.6639253245332197e-23
3150.7296146382187,0.0184538889450037,3150.7296146922613,1.9103974956031144e-23
4363.402503259535,0.0184538889450037,4363.402503298558,9.960893064748373e-24
6042.816659670046,0.0184538889450037,6042.816659698223,5.193635486078419e-24
8368.614436808886,0.0184538889450037,8368.614436829233,2.7079706280044238e-24
11589.580080986652,0.0184538889450037,11589.580081001344,1.4119394295892618e-24
16050.251504336298,0.0184538889450037,16050.251504346907,7.36186742160837e-25
22227.774565799373,0.0184538889450037,22227.774565807034,3.8384847357766716e-25
30782.942062590886,0.0184538889450037,30782.942062596416,2.0013893837270412e-25
42630.87693388937,0.0184538889450037,42630.87693389336,1.0435261544245608e-25
59038.920466312746,0.0184538889450037,59038.92046631563,5.440954210927614e-26
81762.19633560325,0.0184538889450037,81762.19633560533,2.836918087512396e-26
113231.35140040713,0.0184538889450037,113231.35140040865,1.4791714563312007e-26
156812.55536893423,0.0184538889450037,156812.5553689353,7.712412271459367e-27
217167.57079388437,0.0184538889450037,217167.57079388516,4.021258160923803e-27
300752.4091011643,0.0184538889450037,300752.40910116484,2.0966873407853972e-27
416507.9125280775,0.0184538889450037,416507.9125280779,1.093214517993995e-27
576816.1316378454,0.0184538889450037,576816.1316378458,5.700029559449488e-28
798824.7995053872,0.0184538889450037,798824.7995053874,2.972000137006044e-28
1106281.5779664528,0.0184538889450037,1106281.577966453,1.5496033347340151e-28
1532074.2802498506,0.0184538889450037,1532074.2802498508,8.079644630329527e-29
2121748.7906810977,0.0184538889450037,2121748.7906810977,4.212733406267549e-29
2938380.9837356745,0.0184538889450037,2938380.9837356745,2.1965226890615017e-29
4069323.778338462,0.0184538889450037,4069323.778338462,1.1452687500519684e-29
5635551.041409965,0.0184538889450037,5635551.041409965,5.97144074966941e-30
7804597.832543217,0.0184538889450037,7804597.832543217,3.1135141509020205e-30
10808481.172499228,0.0184538889450037,10808481.172499228,1.6233888536506427e-30
14968518.271261469,0.0184538889450037,14968518.271261469,8.464362886467121e-31
20729696.953830205,0.0184538889450037,20729696.953830205,4.413325773150623e-31
28708274.79448445,0.0184538889450037,28708274.79448445,2.301111664767069e-31
39757698.5091118,0.0184538889450037,39757698.5091118,1.1998014780526329e-31
55059894.8232555,0.0184538889450037,55059894.8232555,6.255774339338166e-32
76251697.95110668,0.0184538889450037,76251697.95110668,3.261765414133906e-32
105599937.28812924,0.0184538889450037,105599937.28812924,1.7006866790981086e-32
146243913.970378,0.0184538889450037,146243913.970378,8.867389328288534e-33
202531203.35687476,0.0184538889450037,202531203.35687476,4.623459033250543e-33
280482703.31093717,0.0184538889450037,280482703.31093717,2.4106702600649257e-33
388436673.2270269,0.0184538889450037,388436673.2270269,1.2569203597983172e-33
537940654.9016855,0.0184538889450037,537940654.9016855,6.553542056320768e-34
744986681.5920397,0.0184538889450037,744986681.5920397,3.4169711438812644e-34
1031721902.2067636,0.0184538889450037,1031721902.2067636,1.7815604727765581e-34
1428817601.434705,0.0184538889450037,1428817601.434705,9.288559977129276e-35
1978750023.434608,0.0184538889450037,1978750023.434608,4.842551858978473e-35
2740343939.8498983,0.0184538889450037,2740343939.8498983,2.5243996986219913e-35
3795064975.229904,0.0184538889450037,3795064975.229904,1.315713542402698e-35
5255733762.750127,0.0184538889450037,5255733762.750127,6.855041562221022e-36
7278594059.707297,0.0184538889450037,7278594059.707297,3.569135645837826e-36
10080025716.19705,0.0184538889450037,10080025716.19705,1.8558826601043012e-36
13959690237.661016,0.0184538889450037,13959690237.661016,9.62631190874886e-37
19332584759.01686,0.0184538889450037,19332584759.01686,4.969646018444283e-37
26773433156.579384,0.0184538889450037,26773433156.579384,2.54305575676478e-37
37078162693.97167,0.0184538889450037,37078162693.97167,1.2803476004587634e-37
51349042191.20595,0.0184538889450037,51349042191.20595,6.262639453655862e-38
71112588714.73018,0.0184538889450037,71112588714.73018,2.918919956858191e-38
98482854945.56766,0.0184538889450037,98482854945.56766,1.26461167833015e-38
136387563630.07649,0.0184538889450037,136387563630.07649,4.979134965899494e-39
188881278098.90704,0.0184538889450037,188881278098.90704,1.7665187913985323e-39
261579107850.6327,0.0184538889450037,261579107850.6327,5.710684962247232e-40
362257341503.70966,0.0184538889450037,362257341503.70966,1.7223371848081187e-40
501685255185.86206,0.0184538889450037,501685255185.86206,4.965556455187225e-41
694777072636.1584,0.0184538889450037,694777072636.1584,1.3938925933772302e-41
962187299050.7479,0.0184538889450037,962187299050.7479,3.8548762089395496e-42
1332520077183.663,0.0184538889450037,1332520077183.663,1.05750640632081e-42
0.013325200771836652,0.025556539299151682,0.02882182639179621,1.4078614878547693e-18
0.0184538889450037,0.025556539299151682,0.031522733354574665,1.40785978446052e-18
0.025556539299151682,0.025556539299151682,0.0361424044841813,1.4078565175147437e-18
0.035392902975387074,0.025556539299151682,0.043655403811833506,1.40785025184834e-18
0.04901514897467922,0.025556539299151682,0.05527767659696889,1.4078382350185014e-18
0.06788041180687363,0.025556539299151682,0.072531972315799,1.4078151883912473e-18
0.09400665719594305,0.025556539299151682,0.09741862397973312,1.4077709891396325e-18
0.13018853837095729,0.025556539299151682,0.13267325361245688,1.4076862267067032e-18
0.18029633250162708,0.025556539299151682,0.1820986112371161,1.4075236885245921e-18
0.24968993369380155,0.025556539299151682,0.25099442162917507,1.4072120598819668e-18
0.3457921862467856,0.025556539299151682,0.346735306495143,1.4066147700638378e-18
0.47888288606766527,0.025556539299151682,0.47956433903017176,1.4054706394048207e-18
0.6631983824088742,0.025556539299151682,0.6636906140143134,1.403281499424899e-18
0.9184544013285121,0.025556539299151682,0.9188098954738486,1.3991019506296688e-18
1.2719549831465753,0.025556539299151682,1.2722117024506392,1.3911552203492152e-18
1.7615131211862156,0.025556539299151682,1.7616985022449647,1.3761639795600651e-18
2.439495514562274,0.025556539299151682,2.4396293780552822,1.3482978837643657e-18
3.3784240911937773,0.025556539299151682,3.37852075273476,1.2978929447046429e-18
4.678733480682994,0.025556539299151682,4.678803278613556,1.211060624078607e-18
6.479514232782098,0.025556539299151682,6.4795646327146645,1.0733374279434395e-18
8.973390954232555,0.025556539299151682,8.973427347129055,8.811520479801017e-19
12.427126837705726,0.025556539299151682,12.427153116346755,6.559072432909456e-19
17.2101585931217,0.025556539299151682,17.210177568436116,4.401274855211473e-19
23.834114085141398,0.025556539299151682,23.83412778685716,2.698591945472706e-19
33.00753977075904,0.025556539299151682,33.00754966450767,1.5491651949291152e-19
45.71169198176544,0.025556539299151682,45.71169912585289,8.526389092391618e-20
63.305499238901554,0.025556539299151682,63.30550439751085,4.578371438892727e-20
87.67092313023997,0.025556539299151682,87.67092685517329,2.4249080394818338e-20
121.41426661058928,0.025556539299151682,121.41426930029253,1.2748582361673052e-20
168.14496312178744,0.025556539299151682,168.1449650639708,6.676054391690485e-21
232.86166784588858,0.025556539299151682,232.8616692483021,3.4888181862354225e-21
322.4869502198183,0.025556539299151682,322.4869512324743,1.8212327011311213e-21
446.60778231180035,0.025556539299151682,446.60778304301994,9.501805183424458e-22
618.5010310820534,0.025556539299151682,618.501031610053,4.955849892685644e-22
856.553648638595,0.025556539299151682,856.5536490198534,2.5844196456586187e-22
1186.229474367285,0.025556539299151682,1186.2294746425846,1.347636944035675e-22
1642.7930323969724,0.025556539299151682,1642.793032595761,7.02691211609252e-23
2275.0816815873786,0.025556539299151682,2275.08168173092,3.663925324311953e-23
3150.7296146382187,0.025556539299151682,3150.7296147418674,1.910397495542959e-23
4363.402503259535,0.025556539299151682,4363.402503334377,9.96089306458484e-24
6042.816659670046,0.025556539299151682,6042.816659724088,5.1936354860339584e-24
8368.614436808886,0.025556539299151682,8368.614436847909,2.707970627992338e-24
11589.580080986652,0.025556539299151682,11589.58008101483,1.411939429585976e-24
16050.251504336298,0.025556539299151682,16050.251504356645,7.361867421599436e-25
22227.774565799373,0.025556539299151682,22227.774565814067,3.838484735774243e-25
30782.942062590886,0.025556539299151682,30782.942062601494,2.001389383726381e-25
42630.87693388937,0.025556539299151682,42630.87693389703,1.0435261544243815e-25
59038.920466312746,0.025556539299151682,59038.920466318275,5.440954210927128e-26
81762.19633560325,0.025556539299151682,81762.19633560725,2.836918087512263e-26
113231.35140040713,0.025556539299151682,113231.35140041001,1.4791714563311652e-26
156812.55536893423,0.025556539299151682,156812.5553689363,7.71241227145927e-27
217167.57079388437,0.025556539299151682,217167.57079388588,4.021258160923776e-27
300752.4091011643,0.025556539299151682,300752.4091011654,2.0966873407853894e-27
416507.9125280775,0.025556539299151682,416507.91252807825,1.0932145179939931e-27
576816.1316378454,0.025556539299151682,576816.131637846,5.700029559449484e-28
798824.7995053872,0.025556539299151682,798824.7995053875,2.972000137006043e-28
1106281.5779664528,0.025556539299151682,1106281.577966453,1.5496033347340151e-28
1532074.2802498506,0.025556539299151682,1532074.2802498508,8.079644630329527e-29
2121748.7906810977,0.025556539299151682,2121748.7906810977,4.212733406267549e-29
2938380.9837356745,0.025556539299151682,2938380.9837356745,2.1965226890615017e-29
4069323.778338462,0.025556539299151682,4069323.778338462,1.1452687500519684e-29
5635551.041409965,0.025556539299151682,5635551.041409965,5.97144074966941e-30
7804597.832543217,0.025556539299151682,7804597.832543217,3.1135141509020205e-30
10808481.172499228,0.025556539299151682,10808481.172499228,1.6233888536506427e-30
14968518.271261469,0.025556539299151682,14968518.271261469,8.464362886467121e-31
20729696.953830205,0.025556539299151682,20729696.953830205,4.413325773150623e-31
28708274.79448445,0.025556539299151682,28708274.79448445,2.301111664767069e-31
39757698.5091118,0.025556539299151682,39757698.5091118,1.1998014780526329e-31
55059894.8232555,0.025556539299151682,55059894.8232555,6.255774339338166e-32
76251697.95110668,0.025556539299151682,76251697.95110668,3.261765414133906e-32
105599937.28812924,0.025556539299151682,105599937.28812924,1.7006866790981086e-32
146243913.970378,0.025556539299151682,146243913.970378,8.867389328288534e-33
202531203.35687476,0.025556539299151682,202531203.35687476,4.623459033250543e-33
280482703.31093717,0.025556539299151682,280482703.31093717,2.4106702600649257e-33
388436673.2270269,0.025556539299151682,388436673.2270269,1.2569203597983172e-33
537940654.9016855,0.025556539299151682,537940654.9016855,6.553542056320768e-34
744986681.5920397,0.025556539299151682,744986681.5920397,3.4169711438812644e-34
1031721902.2067636,0.025556539299151682,1031721902.2067636,1.7815604727765581e-34
1428817601.434705,0.025556539299151682,1428817601.434705,9.288559977129276e-35
1978750023.434608,0.025556539299151682,1978750023.434608,4.842551858978473e-35
2740343939.8498983,0.025556539299151682,2740343939.8498983,2.5243996986219913e-35
3795064975.229904,0.025556539299151682,3795064975.229904,1.315713542402698e-35
5255733762.750127,0.025556539299151682,5255733762.750127,6.855041562221022e-36
7278594059.707297,0.025556539299151682,7278594059.707297,3.569135645837826e-36
10080025716.19705,0.025556539299151682,10080025716.19705,1.8558826601043012e-36
13959690237.661016,0.025556539299151682,13959690237.661016,9.62631190874886e-37
19332584759.01686,0.025556539299151682,19332584759.01686,4.969646018444283e-37
26773433156.579384,0.025556539299151682,26773433156.579384,2.54305575676478e-37
37078162693.97167,0.025556539299151682,37078162693.97167,1.2803476004587634e-37
51349042191.20595,0.025556539299151682,51349042191.20595,6.262639453655862e-38
71112588714.73018,0.025556539299151682,71112588714.73018,2.918919956858191e-38
98482854945.56766,0.025556539299151682,98482854945.56766,1.26461167833015e-38
136387563630.07649,0.025556539299151682,136387563630.07649,4.979134965899494e-39
188881278098.90704,0.025556539299151682,188881278098.90704,1.7665187913985323e-39
261579107850.6327,0.025556539299151682,261579107850.6327,5.710684962247232e-40
362257341503.70966,0.025556539299151682,362257341503.70966,1.7223371848081187e-40
501685255185.86206,0.025556539299151682,501685255185.86206,4.965556455187225e-41
694777072636.1584,0.025556539299151682,694777072636.1584,1.3938925933772302e-41
962187299050.7479,0.025556539299151682,962187299050.7479,3.8548762089395496e-42
1332520077183.663,0.025556539299151682,1332520077183.663,1.05750640632081e-42
0.013325200771836652,0.035392902975387074,0.03781823047995397,1.4078552221441246e-18
0.0184538889450037,0.035392902975387074,0.03991495456867881,1.4078535187650375e-18
0.025556539299151682,0.035392902975387074,0.043655403811833506,1.40785025184834e-18
0.035392902975387074,0.035392902975387074,0.05005312339954747,1.4078439862377068e-18
0.04901514897467922,0.035392902975387074,0.06045777377670435,1.4078319695148288e-18
0.06788041180687363,0.035392902975387074,0.07655330096146025,1.4078089230927077e-18
0.09400665719594305,0.035392902975387074,0.10044853995046774,1.4077647242344922e-18
0.13018853837095729,0.035392902975387074,0.13491372466947674,1.4076799625559631e-18
0.18029633250162708,0.035392902975387074,0.1837373807763745,1.4075174258203428e-18
0.24968993369380155,0.035392902975387074,0.2521858849520333,1.4072057999505558e-18
0.3457921862467856,0.035392902975387074,0.34759875381013206,1.4066085154453307e-18
0.47888288606766527,0.035392902975387074,0.480189000446201,1.4054643949570795e-18
0.6631983824088742,0.035392902975387074,0.6641421173293954,1.4032752744144812e-18
0.9184544013285121,0.035392902975387074,0.9191360861704543,1.3990957626452243e-18
1.2719549831465753,0.035392902975387074,1.272447302143562,1.3911491024589968e-18
1.7615131211862156,0.035392902975387074,1.7618686482516874,1.3761579928132338e-18
2.439495514562274,0.035392902975387074,2.4397522462640504,1.3482921370148937e-18
3.3784240911937773,0.035392902975387074,3.3786094769208717,1.297887619597243e-18
4.678733480682994,0.035392902975387074,4.678867345933739,1.2110559876613349e-18
6.479514232782098,0.035392902975387074,6.479610894984884,1.0733337860814509e-18
8.973390954232555,0.035392902975387074,8.973460752412285,8.81149593537332e-19
12.427126837705726,0.035392902975387074,12.427177237732106,6.559058832989155e-19
17.2101585931217,0.035392902975387074,17.21019498605352,4.401268731583659e-19
23.834114085141398,0.035392902975387074,23.834140363795726,2.6985896433605453e-19
33.00753977075904,0.035392902975387074,33.00755874607846,1.549164436268289e-19
45.71169198176544,0.035392902975387074,45.71170568348308,8.52638679421931e-20
63.305499238901554,0.035392902975387074,63.3055091326509,4.578370776257691e-20
87.67092313023997,0.035392902975387074,87.67093027432769,2.424907853597442e-20
121.41426661058928,0.035392902975387074,121.41427176919868,1.2748581847894252e-20
168.14496312178744,0.035392902975387074,168.14496684672082,6.676054250796602e-21
232.86166784588858,0.035392902975387074,232.86167053559183,3.488818147757725e-21
322.4869502198183,0.035392902975387074,322.48695216200167,1.8212326906457628e-21
446.60778231180035,0.035392902975387074,446.6077837142139,9.501805154883754e-22
618.5010310820534,0.035392902975387074,618.5010320947093,4.955849884921587e-22
856.553648638595,0.035392902975387074,856.5536493698145,2.5844196435471807e-22
1186.229474367285,0.035392902975387074,1186.2294748952847,1.347636943461561e-22
1642.7930323969724,0.035392902975387074,1642.793032778231,7.026912114531597e-23
2275.0816815873786,0.035392902975387074,2275.081681862678,3.6639253238875824e-23
3150.7296146382187,0.035392902975387074,3150.729614837007,1.910397495427588e-23
4363.402503259535,0.035392902975387074,4363.4025034030765,9.960893064271181e-24
6042.816659670046,0.035392902975387074,6042.8166597736945,5.193635485948687e-24
8368.614436808886,0.035392902975387074,8368.614436883729,2.7079706279691564e-24
11589.580080986652,0.035392902975387074,11589.580081040694,1.411939429579674e-24
16050.251504336298,0.035392902975387074,16050.251504375321,7.361867421582303e-25
22227.774565799373,0.035392902975387074,22227.77456582755,3.8384847357695856e-25
30782.942062590886,0.035392902975387074,30782.942062611233,2.0013893837251142e-25
42630.87693388937,0.035392902975387074,42630.87693390406,1.0435261544240374e-25
59038.920466312746,0.035392902975387074,59038.920466323354,5.440954210926191e-26
81762.19633560325,0.035392902975387074,81762.19633561092,2.836918087512009e-26
113231.35140040713,0.035392902975387074,113231.35140041266,1.479171456331096e-26
156812.55536893423,0.035392902975387074,156812.55536893822,7.712412271459081e-27
217167.57079388437,0.035392902975387074,217167.57079388725,4.0212581609237255e-27
300752.4091011643,0.035392902975387074,300752.4091011664,2.0966873407853754e-27
416507.9125280775,0.035392902975387074,416507.912528079,1.093214517993989e-27
576816.1316378454,0.035392902975387074,576816.1316378465,5.700029559449475e-28
798824.7995053872,0.035392902975387074,798824.7995053879,2.9720001370060404e-28
1106281.5779664528,0.035392902975387074,1106281.5779664533,1.5496033347340147e-28
1532074.2802498506,0.035392902975387074,1532074.280249851,8.079644630329526e-29
2121748.7906810977,0.035392902975387074,2121748.7906810977,4.212733406267549e-29
2938380.9837356745,0.035392902975387074,2938380.9837356745,2.1965226890615017e-29
4069323.778338462,0.035392902975387074,4069323.778338462,1.1452687500519684e-29
5635551.041409965,0.035392902975387074,5635551.041409965,5.97144074966941e-30
7804597.832543217,0.035392902975387074,7804597.832543217,3.1135141509020205e-30
10808481.172499228,0.035392902975387074,10808481.172499228,1.6233888536506427e-30
14968518.271261469,0.035392902975387074,14968518.271261469,8.464362886467121e-31
20729696.953830205,0.035392902975387074,20729696.953830205,4.413325773150623e-31
28708274.79448445,0.035392902975387074,28708274.79448445,2.301111664767069e-31
39757698.5091118,0.035392902975387074,39757698.5091118,1.1998014780526329e-31
55059894.8232555,0.035392902975387074,55059894.8232555,6.255774339338166e-32
76251697.95110668,0.035392902975387074,76251697.95110668,3.261765414133906e-32
105599937.28812924,0.035392902975387074,105599937.28812924,1.7006866790981086e-32
146243913.970378,0.035392902975387074,146243913.970378,8.867389328288534e-33
202531203.35687476,0.035392902975387074,202531203.35687476,4.623459033250543e-33
280482703.31093717,0.035392902975387074,280482703.31093717,2.4106702600649257e-33
388436673.2270269,0.035392902975387074,388436673.2270269,1.2569203597983172e-33
537940654.9016855,0.035392902975387074,537940654.9016855,6.553542056320768e-34
744986681.5920397,0.035392902975387074,744986681.5920397,3.4169711438812644e-34
