spectrum,frequency
1.4073875440867205e-18,0.013325200771836652
1.4073875320905932e-18,0.013368229764133153
1.4073875200168667e-18,0.01341139770324252
1.4073875078650388e-18,0.01345470503784403
1.4073874956346042e-18,0.013498152218065787
1.407387483325055e-18,0.013541739695489446
1.4073874709358787e-18,0.013585467923154876
1.4073874584665608e-18,0.013629337355564885
1.4073874459165825e-18,0.013673348448689913
1.4073874332854222e-18,0.01371750165997282
1.4073874205725547e-18,0.013761797448333602
1.4073874077774517e-18,0.013806236274174178
1.4073873948995811e-18,0.013850818599383176
1.4073873819384071e-18,0.013895544887340707
1.4073873688933914e-18,0.013940415602923228
1.4073873557639917e-18,0.013985431212508337
1.4073873425496617e-18,0.014030592183979645
1.407387329249852e-18,0.0140758989867316
1.4073873158640101e-18,0.014121352091674417
1.4073873023915792e-18,0.01416695197123894
1.4073872888319993e-18,0.014212699099381566
1.4073872751847064e-18,0.014258593951589146
1.4073872614491335e-18,0.014304637004883967
1.4073872476247092e-18,0.014350828737828683
1.4073872337108591e-18,0.014397169630531293
1.4073872197070044e-18,0.014443660164650146
1.4073872056125631e-18,0.014490300823398913
1.4073871914269493e-18,0.014537092091551644
1.407387177149573e-18,0.014584034455447802
1.4073871627798407e-18,0.014631128402997304
1.407387148317155e-18,0.014678374423685584
1.4073871337609144e-18,0.014725773008578715
1.4073871191105142e-18,0.014773324650328488
1.4073871043653445e-18,0.01482102984317753
1.4073870895247932e-18,0.014868889082964467
1.4073870745882431e-18,0.014916902867129028
1.4073870595550728e-18,0.014965071694717273
1.4073870444246577e-18,0.015013396066386745
1.4073870291963683e-18,0.015061876484411691
1.407387013869572e-18,0.01511051345268825
1.4073869984436313e-18,0.015159307476739737
1.407386982917905e-18,0.015208259063721868
1.4073869672917472e-18,0.015257368722428038
1.4073869515645089e-18,0.015306636963294614
1.4073869357355358e-18,0.015356064298406216
1.40738691980417e-18,0.015405651241501079
1.407386903769749e-18,0.015455398307976367
1.4073868876316063e-18,0.015505306014893545
1.407386871389071e-18,0.015555374880983717
1.4073868550414678e-18,0.015605605426653069
1.407386838588117e-18,0.015655998173988248
1.4073868220283342e-18,0.0157065536467618
1.4073868053614314e-18,0.01575727237043758
1.4073867885867158e-18,0.015808154872176274
1.4073867717034897e-18,0.01585920168084083
1.407386754711051e-18,0.01591041332700198
1.4073867376086937e-18,0.01596179034294374
1.4073867203957064e-18,0.016013333262668936
1.4073867030713735e-18,0.016065042621904783
1.4073866856349752e-18,0.01611691895810843
1.407386668085786e-18,0.016168962810472563
1.4073866504230765e-18,0.01622117471993097
1.4073866326461124e-18,0.01627355522916422
1.4073866147541545e-18,0.016326104882605268
1.4073865967464593e-18,0.016378824226445123
1.4073865786222781e-18,0.01643171380863851
1.407386560380857e-18,0.0164847741789096
1.4073865420214375e-18,0.01653800588875768
1.407386523543257e-18,0.01659140949146293
1.407386504945547e-18,0.016644985542092143
1.4073864862275338e-18,0.016698734597504487
1.4073864673884399e-18,0.01675265721635733
1.4073864484274818e-18,0.016806753959112013
1.407386429343871e-18,0.016861025388039703
1.4073864101368144e-18,0.01691547206722719
1.4073863908055131e-18,0.016970094562582815
1.4073863713491639e-18,0.017024893441842298
1.4073863517669578e-18,0.017079869274574673
1.40738633205808e-18,0.01713502263218819
1.4073863122217123e-18,0.017190354087936243
1.407386292257029e-18,0.017245864216923364
1.4073862721632003e-18,0.01730155359611117
1.4073862519393911e-18,0.01735742280432439
1.4073862315847602e-18,0.017413472422256823
1.407386211098462e-18,0.01746970303247744
1.407386190479644e-18,0.01752611521943641
1.4073861697274495e-18,0.017582709569471163
1.4073861488410155e-18,0.01763948667081252
1.407386127819474e-18,0.01769644711359075
1.4073861066619504e-18,0.017753591489841763
1.4073860853675655e-18,0.017810920393513233
1.4073860639354342e-18,0.017868434420470786
1.407386042364665e-18,0.017926134168504148
1.4073860206543613e-18,0.017984020237333437
1.4073859988036202e-18,0.01804209322861533
1.407385976811534e-18,0.018100353745949354
1.4073859546771879e-18,0.018158802394884124
1.4073859323996616e-18,0.01821743978292368
1.407385909978029e-18,0.018276266519533766
1.4073858874113582e-18,0.018335283216148194
1.4073858646987104e-18,0.01839449048617518
1.4073858418391422e-18,0.0184538889450037
1.4073858188317021e-18,0.018513479210009936
1.4073857956754346e-18,0.01857326190056366
1.4073857723693766e-18,0.018633237638034674
1.4073857489125588e-18,0.018693407045799287
1.4073857253040065e-18,0.01875377074924675
1.407385701542738e-18,0.018814329375785813
1.4073856776277652e-18,0.018875083554851218
1.4073856535580944e-18,0.018936033917910218
1.4073856293327244e-18,0.01899718109846919
1.4073856049506483e-18,0.019058525732080184
1.4073855804108522e-18,0.019120068456347544
1.4073855557123162e-18,0.019181809910934534
1.4073855308540133e-18,0.019243750737569957
1.4073855058349099e-18,0.01930589158005488
1.4073854806539658e-18,0.019368233084269288
1.4073854553101344e-18,0.0194307758981788
1.4073854298023617e-18,0.019493520671841423
1.4073854041295877e-18,0.019556468057414265
1.4073853782907448e-18,0.019619618709160375
1.4073853522847583e-18,0.019682973283455495
1.407385326110548e-18,0.01974653243879492
1.4073852997670249e-18,0.019810296835800278
1.4073852732530938e-18,0.01987426713722648
1.407385246567653e-18,0.019938444007968553
1.4073852197095924e-18,0.020002828115068576
1.407385192677796e-18,0.02006742012772257
1.4073851654711397e-18,0.020132220717287527
1.407385138088492e-18,0.020197230557288327
1.4073851105287148e-18,0.02026245032342476
1.4073850827906627e-18,0.020327880693578562
1.4073850548731818e-18,0.020393522347820416
1.4073850267751121e-18,0.020459375968417078
1.407384998495285e-18,0.020525442239838435
1.4073849700325246e-18,0.020591721848764635
1.407384941385648e-18,0.020658215484093183
1.4073849125534643e-18,0.020724923836946164
1.4073848835347747e-18,0.02079184760067739
1.4073848543283724e-18,0.020858987470879612
1.4073848249330437e-18,0.020926344145391736
1.407384795347566e-18,0.020993918324306107
1.4073847655707094e-18,0.02106171070997576
1.407384735601236e-18,0.021129722007021737
1.4073847054379002e-18,0.02119795292234041
1.4073846750794474e-18,0.021266404165110785
1.407384644524616e-18,0.021335076446801944
1.4073846137721353e-18,0.0214039704811804
1.407384582820727e-18,0.021473086984317505
1.4073845516691041e-18,0.02154242667459694
1.4073845203159719e-18,0.021611990272722103
1.4073844887600261e-18,0.02168177850172369
1.4073844569999557e-18,0.02175179208696715
1.4073844250344395e-18,0.021822031756160234
1.4073843928621494e-18,0.021892498239360576
1.4073843604817471e-18,0.021963192268983273
1.4073843278918869e-18,0.022034114579808493
1.4073842950912138e-18,0.022105265908989122
1.4073842620783636e-18,0.022176646996058393
1.4073842288519645e-18,0.02224825858293763
1.4073841954106348e-18,0.022320101413943905
1.4073841617529845e-18,0.022392176235797815
1.4073841278776136e-18,0.022464483797631225
1.4073840937831146e-18,0.022537024850995027
1.4073840594680693e-18,0.022609800149867004
1.4073840249310518e-18,0.02268281045065964
1.4073839901706256e-18,0.02275605651222799
1.4073839551853459e-18,0.022829539095877528
1.4073839199737582e-18,0.022903258965372132
1.4073838845343985e-18,0.022977216886941963
1.4073838488657937e-18,0.02305141362929147
1.4073838129664603e-18,0.02312584996360732
1.4073837768349065e-18,0.023200526663566486
1.4073837404696296e-18,0.02327544450534425
1.407383703869118e-18,0.023350604267622265
1.40738366703185e-18,0.023426006731596682
1.4073836299562945e-18,0.02350165268098621
1.4073835926409093e-18,0.02357754290204033
1.4073835550841437e-18,0.02365367818354742
1.4073835172844361e-18,0.023730059316842984
1.407383479240215e-18,0.023806687095817857
1.4073834409498985e-18,0.023883562316926437
1.4073834024118953e-18,0.02396068577919502
1.4073833636246028e-18,0.02403805828423007
1.4073833245864084e-18,0.02411568063622653
1.4073832852956892e-18,0.024193553641976222
1.4073832457508117e-18,0.024271678110876223
1.407383205950132e-18,0.02435005485493725
1.4073831658919952e-18,0.024428684688792144
1.4073831255747359e-18,0.024507568429704273
1.4073830849966783e-18,0.024586706897576107
1.4073830441561351e-18,0.02466610091495768
1.4073830030514083e-18,0.02474575130705516
1.4073829616807895e-18,0.024825658901739437
1.407382920042558e-18,0.024905824529554685
1.4073828781349831e-18,0.024986249023727054
1.4073828359563229e-18,0.025066933220173303
1.4073827935048233e-18,0.02514787795750945
1.4073827507787196e-18,0.02522908407705956
1.4073827077762357e-18,0.025310552422864452
1.4073826644955834e-18,0.02539228384169046
1.4073826209349637e-18,0.025474279183038268
1.4073825770925654e-18,0.025556539299151682
1.407382532966566e-18,0.02563906504502657
1.4073824885551307e-18,0.025721857278419677
1.4073824438564135e-18,0.02580491685985758
1.4073823988685554e-18,0.025888244652645637
1.407382353589687e-18,0.02597184152287689
1.4073823080179252e-18,0.02605570833944117
1.407382262151376e-18,0.02613984597403406
1.4073822159881318e-18,0.026224255301165976
1.4073821695262739e-18,0.02630893719817127
1.4073821227638705e-18,0.026393892545217287
1.4073820756989775e-18,0.026479122225313602
1.4073820283296384e-18,0.02656462712432116
1.4073819806538837e-18,0.02665040813096143
1.4073819326697313e-18,0.02673646613682573
1.4073818843751865e-18,0.026822802036384458
1.4073818357682415e-18,0.02690941672699636
1.4073817868468751e-18,0.026996311108917922
1.407381737609054e-18,0.02708348608531263
1.4073816880527308e-18,0.027170942562260457
1.4073816381758455e-18,0.02725868144876723
1.407381587976324e-18,0.02734670365677409
1.40738153745208e-18,0.027435010101166977
1.4073814866010127e-18,0.02752360169978608
1.4073814354210082e-18,0.027612479373435483
