spectrum,space
7.33370679622693e-22,7.504577357765148e-13
1.1164827085575536e-22,0.007505327891304586
9.079266827443541e-23,0.015010655781858713
7.864992852625569e-23,0.02251598367241284
7.008704828032564e-23,0.03002131156296697
6.349357203291082e-23,0.037526639453521096
5.815109952504454e-23,0.04503196734407522
5.367572255505765e-23,0.05253729523462935
4.9837798381974847e-23,0.06004262312518348
4.648884796855183e-23,0.0675479510157376
4.3527221628335355e-23,0.07505327890629174
4.0880207053356544e-23,0.08255860679684586
3.8493949441043963e-23,0.09006393468739998
3.632741613901307e-23,0.09756926257795412
3.434860149449097e-23,0.10507459046850824
3.2532042179813594e-23,0.11257991835906238
3.085713454435111e-23,0.1200852462496165
2.9306961841186474e-23,0.12759057414017064
2.7867456299796586e-23,0.13509590203072475
2.652678736301057e-23,0.14260122992127888
2.5274906476153215e-23,0.15010655781183302
2.4103202611942882e-23,0.15761188570238713
2.300423764303688e-23,0.16511721359294126
2.197154028818066e-23,0.1726225414834954
2.099944369598101e-23,0.1801278693740495
2.0082955997324332e-23,0.18763319726460365
1.92176560851249e-23,0.19513852515515778
1.8399608923672802e-23,0.20264385304571192
1.7625296138886165e-23,0.21014918093626603
1.6891558683104434e-23,0.21765450882682016
1.6195549127810266e-23,0.2251598367173743
1.5534691698236085e-23,0.2326651646079284
1.490664858211122e-23,0.24017049249848255
1.430929136022634e-23,0.24767582038903668
1.3740676646668847e-23,0.2551811482795908
1.3199025211135666e-23,0.26268647617014496
1.2682703998752022e-23,0.27019180406069904
1.2190210574551313e-23,0.2776971319512532
1.1720159607706337e-23,0.2852024598418073
1.1271271080300977e-23,0.29270778773236145
1.0842359961046558e-23,0.3002131156229156
1.0432327129002856e-23,0.3077184435134697
1.0040151368433677e-23,0.3152237714040238
9.664882285227355e-24,0.32272909929457794
9.305634019240386e-24,0.3302344271851321
8.961579646563183e-24,0.3377397550756862
8.631946181907078e-24,0.34524508296624035
8.316010104734407e-24,0.3527504108567945
8.013093343925561e-24,0.36025573874734856
7.722559665113619e-24,0.3677610666379027
7.443811412652025e-24,0.37526639452845684
7.176286564780217e-24,0.382771722419011
6.919456066131928e-24,0.3902770503095651
6.672821406464867e-24,0.39778237820011925
6.4359124185205874e-24,0.4052877060906734
6.2082852713658164e-24,0.41279303398122746
5.989520638514811e-24,0.4202983618717816
5.7792220226677854e-24,0.42780368976233574
5.577014221083172e-24,0.4353090176528899
5.3825419174905926e-24,0.442814345543444
5.195468388085918e-24,0.45031967343399815
5.015474310571607e-24,0.4578250013245522
4.842256666443451e-24,0.46533032921510636
4.6755277278051595e-24,0.4728356571056605
4.515014120938536e-24,0.48034098499621464
4.3604559596865406e-24,0.4878463128867688
4.2116060424354175e-24,0.4953516407773229
4.06822910712548e-24,0.5028569686678771
3.9301011392862434e-24,0.5103622965584312
3.7970087285939895e-24,0.5178676244489854
3.668748469894019e-24,0.5253729523395395
3.545126405024869e-24,0.5328782802300935
3.425957502132519e-24,0.5403836081206477
3.311065169475843e-24,0.5478889360112018
3.200280801003517e-24,0.555394263901756
3.0934433512325233e-24,0.5628995917923101
2.990398937181794e-24,0.5704049196828642
2.8910004653152633e-24,0.5779102475734184
2.795107281628712e-24,0.5854155754639725
2.7025848431768586e-24,0.5929209033545266
2.6133044094833126e-24,0.6004262312450808
2.527142752407667e-24,0.6079315591356349
2.4439818831632087e-24,0.615436887026189
2.3637087952863657e-24,0.6229422149167432
2.2862152224566453e-24,0.6304475428072972
2.2113974101543762e-24,0.6379528706978513
2.1391559002239332e-24,0.6454581985884055
2.0693953274832838e-24,0.6529635264789596
2.0020242275872705e-24,0.6604688543695137
1.9369548554126917e-24,0.6679741822600679
1.8741030132886792e-24,0.675479510150622
1.8133878884463953e-24,0.6829848380411762
1.754731899108417e-24,0.6904901659317303
1.6980605486804508e-24,0.6979954938222844
1.6433022875469204e-24,0.7055008217128386
1.590388382007549e-24,0.7130061496033927
1.5392527899247454e-24,0.7205114774939467
1.4898320426817301e-24,0.7280168053845009
1.4420651330789508e-24,0.735522133275055
1.3958934088217976e-24,0.7430274611656091
1.3512604712762158e-24,0.7505327890561633
1.3081120791903185e-24,0.7580381169467174
1.2663960571002768e-24,0.7655434448372715
1.2260622081571348e-24,0.7730487727278257
1.1870622311283577e-24,0.7805541006183798
1.1493496413437575e-24,0.788059428508934
1.1128796953700742e-24,0.7955647563994881
1.0776093192121484e-24,0.8030700842900422
1.0434970398511873e-24,0.8105754121805964
1.0105029199423972e-24,0.8180807400711504
9.785884955051119e-25,0.8255860679617045
9.477167164487098e-25,0.8330913958522587
9.178518897870145e-25,0.8405967237428128
8.889596254026717e-25,0.8481020516333669
8.610067842311868e-25,0.8556073795239211
8.339614287419074e-25,0.8631127074144752
8.077927756003999e-25,0.8706180353050293
7.824711504032973e-25,0.8781233631955835
7.579679443829041e-25,0.8856286910861376
7.342555729846795e-25,0.8931340189766918
7.113074362261367e-25,0.9006393468672459
6.890978807507959e-25,0.9081446747578
6.676021634955896e-25,0.9156500026483541
6.4679641689459e-25,0.9231553305389082
6.266576155461317e-25,0.9306606584294623
6.071635442742944e-25,0.9381659863200165
5.882927675194584e-25,0.9456713142105706
5.700245999960574e-25,0.9531766421011247
5.523390785589498e-25,0.9606819699916789
5.3521693522287425e-25,0.968187297882233
5.186395712823387e-25,0.9756926257727871
5.025890324820123e-25,0.9831979536633413
4.870479851902393e-25,0.9907032815538954
4.719996935306893e-25,0.9982086094444496
4.574279974294584e-25,1.0057139373350037
4.433172915370302e-25,1.0132192652255578
4.296525049865662e-25,1.020724593116112
4.164190819518699e-25,1.028229921006666
4.0360296297018323e-25,1.0357352488972202
3.9119056699666915e-25,1.0432405767877744
3.7916877415903414e-25,1.0507459046783285
3.6752490918227935e-25,1.0582512325688824
3.562467254549757e-25,1.0657565604594366
3.4532238970985992e-25,1.0732618883499907
3.3474046729278516e-25,1.0807672162405448
3.244899079953198e-25,1.088272544131099
3.145600324274217e-25,1.095777872021653
3.049405189077091e-25,1.1032831999122072
2.9562139084989195e-25,1.1107885278027614
2.8659300462491194e-25,1.1182938556933155
2.778460378792627e-25,1.1257991835838697
2.693714782908578e-25,1.1333045114744238
2.611606127446508e-25,1.140809839364978
2.5320501691100477e-25,1.148315167255532
2.454965452105798e-25,1.1558204951460862
2.3802732115021123e-25,1.1633258230366403
2.307897280149503e-25,1.1708311509271945
2.2377639990208465e-25,1.1783364788177486
2.1698021308357336e-25,1.1858418067083027
2.1039427768392915e-25,1.1933471345988569
2.0401192966112968e-25,1.200852462489411
1.9782672307868694e-25,1.2083577903799652
1.9183242265750268e-25,1.2158631182705193
1.8602299659662693e-25,1.2233684461610734
1.8039260965250145e-25,1.2308737740516276
1.7493561646670091e-25,1.2383791019421817
1.6964655513261545e-25,1.2458844298327358
1.645201409919111e-25,1.2533897577232898
1.5955126065198678e-25,1.260895085613844
1.547349662160188e-25,1.268400413504398
1.5006646971751742e-25,1.2759057413949522
1.4554113775166558e-25,1.2834110692855063
1.4115448629601909e-25,1.2909163971760604
1.36902175713452e-25,1.2984217250666146
1.327800059305213e-25,1.3059270529571687
1.2878391178469926e-25,1.3134323808477228
1.249099585341872e-25,1.320937708738277
