spectrum,space
(8.592992474151352e-43+3.9446434278371667e-42j),71.16396396396395
(8.60084654086168e-43+3.893066075831342e-42j),72.16486486486485
(8.596819314115467e-43+3.8333659737090476e-42j),73.16576576576576
(8.606760226666567e-43+3.781311505092524e-42j),74.16666666666666
(8.62324256916887e-43+3.725798815633968e-42j),75.16756756756756
(8.597996399992212e-43+3.6757436966574996e-42j),76.16846846846846
(8.648827604488323e-43+3.62607375176533e-42j),77.16936936936936
(8.6506849781408e-43+3.5769576948474434e-42j),78.17027027027027
(8.657369412470192e-43+3.532155038077663e-42j),79.17117117117117
(8.751613367366629e-43+3.487817264643568e-42j),80.17207207207207
(8.661654818106799e-43+3.440238452509685e-42j),81.17297297297297
(8.671994807986984e-43+3.396479969297523e-42j),82.17387387387387
(8.682784567834082e-43+3.35332709372724e-42j),83.17477477477478
(8.687292953756908e-43+3.311597330082134e-42j),84.17567567567566
(8.678268964262094e-43+3.270268239914291e-42j),85.17657657657657
(8.672778810276484e-43+3.228301747045027e-42j),86.17747747747747
(8.699647876304078e-43+3.192642101483381e-42j),87.17837837837837
(8.698981259151821e-43+3.151655322371154e-42j),88.17927927927927
(8.713480069076778e-43+3.117046603843485e-42j),89.18018018018017
(8.70911625239686e-43+3.076570395843796e-42j),90.18108108108108
(8.731001675271537e-43+3.044914728760585e-42j),91.18198198198198
(8.750204427302165e-43+3.009438348249922e-42j),92.18288288288288
(8.740156028287838e-43+2.976549929253986e-42j),93.18378378378378
(8.742525021004018e-43+2.941090108566994e-42j),94.18468468468468
(8.737299079009538e-43+2.906745050068969e-42j),95.18558558558559
(8.752972653487676e-43+2.87861193409598e-42j),96.18648648648647
(8.747558376541932e-43+2.8441917251445662e-42j),97.18738738738737
(8.7420884841164e-43+2.813980595818165e-42j),98.18828828828828
(8.775304401904515e-43+2.7837057661227175e-42j),99.18918918918918
(8.763062208054664e-43+2.7546417330513996e-42j),100.19009009009008
(8.764954892247597e-43+2.7245760529671748e-42j),101.19099099099098
(8.76326225937194e-43+2.694232124197985e-42j),102.19189189189188
(8.765742116382362e-43+2.6687975068791625e-42j),103.19279279279279
(8.773400719189531e-43+2.6386417359538003e-42j),104.19369369369369
(8.765713596215923e-43+2.612955303681967e-42j),105.19459459459459
(8.79348153194234e-43+2.5864185687643786e-42j),106.19549549549549
(8.781120166510855e-43+2.5595599992155774e-42j),107.1963963963964
(8.777384361783427e-43+2.535709823703148e-42j),108.1972972972973
(8.776423175034594e-43+2.509400802345323e-42j),109.19819819819818
(8.811312184098212e-43+2.4852915669130473e-42j),110.19909909909909
(8.787839016636128e-43+2.4619744649513953e-42j),111.19999999999999
(8.858425473354106e-43+2.4380369291660247e-42j),112.20090090090089
(8.793966103404603e-43+2.414818607096919e-42j),113.20180180180179
(8.787406562298681e-43+2.3905815775735555e-42j),114.2027027027027
(8.809046246435993e-43+2.367888866444986e-42j),115.2036036036036
(8.811786578752658e-43+2.3482872672003983e-42j),116.2045045045045
(8.81602464096099e-43+2.3238103569819722e-42j),117.2054054054054
(8.81413623334841e-43+2.3014706064323314e-42j),118.2063063063063
(8.807264663073319e-43+2.2814857751743256e-42j),119.2072072072072
(8.803171374344793e-43+2.261884907726419e-42j),120.2081081081081
(8.818585533640052e-43+2.2401736857947105e-42j),121.20900900900901
(8.802674667429872e-43+2.2202338120058792e-42j),122.2099099099099
(8.821348876226825e-43+2.200746251397858e-42j),123.2108108108108
(8.802399423998915e-43+2.181069474067299e-42j),124.2117117117117
(8.832641477265813e-43+2.1614436101088846e-42j),125.2126126126126
(8.823367843323689e-43+2.1409262375785386e-42j),126.2135135135135
(8.838049069007572e-43+2.122000670840424e-42j),127.2144144144144
(8.86813884448664e-43+2.1063108155968943e-42j),128.2153153153153
(8.825477787707625e-43+2.086105782224477e-42j),129.2162162162162
(8.82789546529961e-43+2.0688773063494704e-42j),130.2171171171171
(8.840681060637506e-43+2.0507356428363626e-42j),131.218018018018
(8.840701387715906e-43+2.0319066699137252e-42j),132.21891891891892
(8.841508976595992e-43+2.0157036671470252e-42j),133.2198198198198
(8.852418137207078e-43+1.996363293880814e-42j),134.22072072072072
(8.845087929753983e-43+1.9828278590125735e-42j),135.2216216216216
(8.869577102275363e-43+1.9653895023224708e-42j),136.22252252252252
(8.847391611472423e-43+1.949738523457294e-42j),137.2234234234234
(8.846072125768765e-43+1.9345506213786886e-42j),138.22432432432433
(8.848579916293702e-43+1.9181415816667157e-42j),139.22522522522522
(8.83973164341969e-43+1.9027023338365157e-42j),140.22612612612613
(8.846691528621945e-43+1.886122622240482e-42j),141.22702702702702
(8.872501177467229e-43+1.8713241387347537e-42j),142.2279279279279
(8.86394867646226e-43+1.8563998992814078e-42j),143.22882882882882
(8.820454258900121e-43+1.838171004940651e-42j),144.2297297297297
(8.861998010586095e-43+1.8263330932359483e-42j),145.23063063063063
(8.86311708128136e-43+1.811719594622831e-42j),146.23153153153152
(8.856323402973903e-43+1.7985323375459872e-42j),147.23243243243243
(8.866223843942402e-43+1.78643991333271e-42j),148.23333333333332
(8.850601532943164e-43+1.7709604185140284e-42j),149.23423423423424
(8.87411569762271e-43+1.758232780524551e-42j),150.23513513513512
(8.883345150489032e-43+1.7421732791771665e-42j),151.23603603603604
(8.894834974193713e-43+1.7278101188511926e-42j),152.23693693693693
(8.85125040110262e-43+1.7167299929024505e-42j),153.23783783783784
(8.884377300112897e-43+1.7020960205805844e-42j),154.23873873873873
(8.859431923047401e-43+1.6896444017087827e-42j),155.23963963963962
(8.858961023528652e-43+1.6763438198573533e-42j),156.24054054054054
(8.863583572022376e-43+1.6636569553522764e-42j),157.24144144144142
(8.861283566782285e-43+1.652136819353014e-42j),158.24234234234234
(8.874295762986387e-43+1.6399245473970883e-42j),159.24324324324323
(8.72048406977466e-43+1.6389508467284243e-42j),160.24414414414414
(8.878294968802323e-43+1.615443151301526e-42j),161.24504504504503
(8.880803067160581e-43+1.6065299034644596e-42j),162.24594594594595
(8.871977785049282e-43+1.5927551897946663e-42j),163.24684684684684
(8.875782776855506e-43+1.5775539461157477e-42j),164.24774774774775
(8.878642323424733e-43+1.5695541224885662e-42j),165.24864864864864
(8.886355524521083e-43+1.5607969157906277e-42j),166.24954954954956
(8.879963182203981e-43+1.5468880000557535e-42j),167.25045045045044
(8.881329612505057e-43+1.5271500785153106e-42j),168.25135135135133
(8.880179757562167e-43+1.5236782542970907e-42j),169.25225225225225
(8.886403820340748e-43+1.511160245504449e-42j),170.25315315315314
(8.883335002040048e-43+1.5034324036293335e-42j),171.25405405405405
(8.872373396637492e-43+1.4939958681348985e-42j),172.25495495495494
(8.884537656016705e-43+1.4810254080375436e-42j),173.25585585585586
(8.895179116454155e-43+1.468314156201213e-42j),174.25675675675674
(8.874939368282519e-43+1.4601196719067632e-42j),175.25765765765766
(8.885472495730573e-43+1.4469387942532518e-42j),176.25855855855855
(8.889207977956157e-43+1.4397063475066678e-42j),177.25945945945946
(8.882245046247266e-43+1.4293991172752616e-42j),178.26036036036035
(8.887350722484023e-43+1.4191447456991192e-42j),179.26126126126127
(8.87803569311439e-43+1.4117537738865962e-42j),180.26216216216216
(8.885429192514426e-43+1.4009526339657097e-42j),181.26306306306304
(8.874228830219153e-43+1.3863683060857347e-42j),182.26396396396396
(8.881375808802951e-43+1.3806006415668024e-42j),183.26486486486485
(8.879715683581013e-43+1.3708946847425361e-42j),184.26576576576576
(8.882088950074232e-43+1.3622277170521541e-42j),185.26666666666665
(8.893843901232155e-43+1.3537583993726674e-42j),186.26756756756757
(8.877723887403374e-43+1.3447519478797467e-42j),187.26846846846846
(8.876831941940852e-43+1.3350432501262842e-42j),188.26936936936937
(8.894188161068203e-43+1.3257570462218805e-42j),189.27027027027026
(8.89996069221318e-43+1.3176963192746946e-42j),190.27117117117118
(8.887333523828632e-43+1.3076304085869205e-42j),191.27207207207206
(8.921786335688322e-43+1.2996355136400124e-42j),192.27297297297295
(8.88706987218753e-43+1.2909555967743644e-42j),193.27387387387387
(8.917030696898151e-43+1.2825258315781273e-42j),194.27477477477476
(8.895926411833208e-43+1.2750839473269744e-42j),195.27567567567567
(8.902144473376368e-43+1.2612517467386484e-42j),196.27657657657656
(8.88558028722463e-43+1.2558977699900831e-42j),197.27747747747748
(8.8944875486449e-43+1.2478082243583278e-42j),198.27837837837836
(8.894262694801603e-43+1.2405668881434101e-42j),199.27927927927928
(8.724372135009165e-43+1.2312543855504941e-42j),200.28018018018017
(8.90096221347192e-43+1.2231838633023045e-42j),201.28108108108108
(8.899088130471053e-43+1.2165270471509384e-42j),202.28198198198197
(8.89713007077783e-43+1.2072377054633981e-42j),203.2828828828829
(8.918404343146032e-43+1.1998664501045419e-42j),204.28378378378378
(8.89855046689169e-43+1.1911649326809427e-42j),205.28468468468466
(8.915094137607896e-43+1.1847504994094751e-42j),206.28558558558558
(8.906905131051533e-43+1.1754485378728439e-42j),207.28648648648647
(8.902364918959416e-43+1.1690614466895577e-42j),208.28738738738738
(8.89714137143416e-43+1.1611411883520958e-42j),209.28828828828827
(8.919175330193672e-43+1.1520456196502847e-42j),210.2891891891892
(8.896989579731058e-43+1.1459174802631259e-42j),211.29009009009008
(8.893112702546287e-43+1.1385438418012029e-42j),212.290990990991
(8.902044919798768e-43+1.1308066473366779e-42j),213.29189189189188
(8.90215185146452e-43+1.1250577747543881e-42j),214.2927927927928
(8.896314518266486e-43+1.1157251237019098e-42j),215.29369369369368
(8.964842369751869e-43+1.1089707818334304e-42j),216.2945945945946
(8.909490203025762e-43+1.1031914625715973e-42j),217.2954954954955
(8.90961936353418e-43+1.095580238596766e-42j),218.29639639639637
(8.915937953044108e-43+1.0893023986696455e-42j),219.2972972972973
(8.874331321864744e-43+1.0792052416965594e-42j),220.29819819819818
(8.90490560422876e-43+1.0732652792280987e-42j),221.2990990990991
(8.897247327021552e-43+1.0667395878407687e-42j),222.29999999999998
(8.897485997380822e-43+1.0615022119958076e-42j),223.3009009009009
(8.957898410932878e-43+1.0588515289855062e-42j),224.3018018018018
(8.923439571368973e-43+1.0491837755417152e-42j),225.3027027027027
(8.887607180644437e-43+1.0415335131304803e-42j),226.3036036036036
(8.9110970108773e-43+1.0334421945507271e-42j),227.3045045045045
(8.930427711483093e-43+1.0287354133336929e-42j),228.3054054054054
(8.894015464832197e-43+1.0211147487090328e-42j),229.3063063063063
(8.904287773745068e-43+1.0157826492613038e-42j),230.3072072072072
(8.908096047941218e-43+1.0089747132313257e-42j),231.3081081081081
(8.910329360324269e-43+1.0000156413776031e-42j),232.309009009009
(8.912382458646327e-43+9.957679358583843e-43j),233.3099099099099
(8.91607064191012e-43+9.87860569628944e-43j),234.3108108108108
(8.899878398425086e-43+9.8391416042054e-43j),235.3117117117117
(8.918669804697193e-43+9.770101168310263e-43j),236.3126126126126
(8.906194733790702e-43+9.714562147614723e-43j),237.3135135135135
(8.91047021236159e-43+9.647263879470625e-43j),238.31441441441441
(8.910571493444182e-43+9.59703897349288e-43j),239.3153153153153
(8.947818197246603e-43+9.50650291465519e-43j),240.31621621621622
(8.901210530164463e-43+9.449764565634093e-43j),241.3171171171171
(8.91803345498805e-43+9.440890951462122e-43j),242.31801801801802
(8.902970456846499e-43+9.35630866639741e-43j),243.3189189189189
(8.933033878868066e-43+9.283161135718005e-43j),244.3198198198198
(8.913479674249234e-43+9.250474150120347e-43j),245.32072072072071
(8.903730036677742e-43+9.182587000827826e-43j),246.3216216216216
(8.907172538927736e-43+9.133737171681081e-43j),247.32252252252252
(8.884597225222738e-43+9.074849490535098e-43j),248.3234234234234
(8.914764729600788e-43+8.998839800608195e-43j),249.32432432432432
(8.921674958786111e-43+8.964722847610142e-43j),250.3252252252252
(8.919033162934642e-43+8.89026454991409e-43j),251.32612612612613
(8.946553099498117e-43+8.851748256787187e-43j),252.32702702702701
(8.91320461705008e-43+8.789429793524958e-43j),253.32792792792793
(8.910227420161937e-43+8.731981692626151e-43j),254.32882882882882
(8.926554616625203e-43+8.669643034063942e-43j),255.32972972972973
(8.899028908718286e-43+8.671164558941638e-43j),256.33063063063065
(8.916833821111971e-43+8.555379169620401e-43j),257.33153153153154
(8.925277466977257e-43+8.506473628920485e-43j),258.3324324324324
(8.924033262663333e-43+8.444944521058598e-43j),259.33333333333337
(8.896736896708719e-43+8.408351056258529e-43j),260.33423423423426
(8.92088688191538e-43+8.34563701977951e-43j),261.33513513513515
(8.910650875117048e-43+8.287411078384065e-43j),262.33603603603603
(8.917957254527702e-43+8.246017711232138e-43j),263.336936936937
(8.910248282536654e-43+8.214349998876577e-43j),264.33783783783787
(8.911673518397076e-43+8.144247557698801e-43j),265.33873873873875
(8.939414271631097e-43+8.09280176610176e-43j),266.33963963963964
(8.918282314532543e-43+8.040020607913884e-43j),267.3405405405406
(8.929329341490894e-43+7.992663196502577e-43j),268.3414414414415
(8.912565365134115e-43+7.941341815561749e-43j),269.34234234234236
(8.90373675083708e-43+7.892047177789797e-43j),270.34324324324325
(8.91520474333643e-43+7.84264019216666e-43j),271.34414414414414
(8.927163450058062e-43+7.72864717564819e-43j),272.3450450450451
(8.911183824210988e-43+7.741478418296638e-43j),273.34594594594597
(8.927507700318281e-43+7.703738143893064e-43j),274.34684684684686
(8.919046113303865e-43+7.646123611778363e-43j),275.34774774774775
(8.932930877537137e-43+7.574374768951052e-43j),276.3486486486487
(8.932031671763234e-43+7.551765936389855e-43j),277.3495495495496
(8.92580357457774e-43+7.486589660691994e-43j),278.35045045045047
(8.920850369797204e-43+7.458048998590585e-43j),279.35135135135135
(8.911536573315209e-43+7.409268622058057e-43j),280.3522522522523
(8.923058869131125e-43+7.35887161744193e-43j),281.3531531531532
(8.937194860693944e-43+7.298368524661194e-43j),282.3540540540541
(8.918059077285998e-43+7.263634362355224e-43j),283.35495495495496
(8.959400131076515e-43+7.21197896294796e-43j),284.35585585585585
(8.926076361891627e-43+7.160693365914925e-43j),285.3567567567568
(8.935072335969842e-43+7.131695333371945e-43j),286.3576576576577
(8.918841044027708e-43+7.07812936385813e-43j),287.35855855855857
(8.94834243407484e-43+6.997308912192957e-43j),288.35945945945946
(8.910989297032573e-43+6.9921926759368436e-43j),289.3603603603604
(8.927017788460114e-43+6.9214992124922895e-43j),290.3612612612613
(8.922228779045241e-43+6.896177700540461e-43j),291.3621621621622
(8.899474972992056e-43+6.833912280516974e-43j),292.36306306306307
(8.921426644897228e-43+6.8137681260653635e-43j),293.363963963964
(8.911884428446758e-43+6.7558079012799765e-43j),294.3648648648649
(8.919135204010018e-43+6.703962842340372e-43j),295.3657657657658
(8.90977503901359e-43+6.7207350740594984e-43j),296.3666666666667
(8.920173005582235e-43+6.640846904940206e-43j),297.36756756756756
(8.933340305277513e-43+6.592680650475069e-43j),298.3684684684685
(8.919087514539828e-43+6.540018689947098e-43j),299.3693693693694
(8.947556718976694e-43+6.5028270265795735e-43j),300.3702702702703
(8.919758186031068e-43+6.445241646932233e-43j),301.37117117117117
(8.915712790806335e-43+6.431719429223283e-43j),302.3720720720721
(8.916834359833318e-43+6.373796001023093e-43j),303.372972972973
(8.947738287539715e-43+6.302560476402934e-43j),304.3738738738739
(8.920348711412114e-43+6.293151612374045e-43j),305.3747747747748
(8.924978291129144e-43+6.249455891288192e-43j),306.3756756756757
(8.910136966774097e-43+6.206798210853325e-43j),307.3765765765766
(8.89882228485986e-43+6.121300385081599e-43j),308.3774774774775
(8.92170833058297e-43+6.129536162833065e-43j),309.3783783783784
(8.928178430819883e-43+6.081018646077566e-43j),310.3792792792793
(8.930269115728658e-43+6.048796624351242e-43j),311.3801801801802
(8.963274724657853e-43+6.057325590971127e-43j),312.3810810810811
(8.910555862711804e-43+5.9679757559387555e-43j),313.381981981982
(8.939281448310846e-43+5.9190056136765425e-43j),314.3828828828829
(8.908302163287883e-43+5.878764449002884e-43j),315.3837837837838
(8.932210219699507e-43+5.813222679772119e-43j),316.3846846846847
(8.921923643612043e-43+5.791982125334405e-43j),317.3855855855856
(8.94305072048441e-43+5.747512722583743e-43j),318.3864864864865
(8.926456313217638e-43+5.72367246575455e-43j),319.38738738738743
(8.894388465334481e-43+5.659752051811202e-43j),320.3882882882883
(8.922900804422061e-43+5.645785518471797e-43j),321.3891891891892
(8.931121466372915e-43+5.597831586843049e-43j),322.3900900900901
(8.917364295120614e-43+5.558093230678237e-43j),323.390990990991
(8.939652163398476e-43+5.542575067871692e-43j),324.39189189189193
(8.938189556429055e-43+5.476943375459394e-43j),325.3927927927928
(8.927313853969993e-43+5.45736144557766e-43j),326.3936936936937
(8.9189161002375e-43+5.406977664154294e-43j),327.3945945945946
(8.915240060641077e-43+5.388858155606716e-43j),328.39549549549554
(8.928084390440206e-43+5.321102660221061e-43j),329.3963963963964
(8.91411772638899e-43+5.303387516890722e-43j),330.3972972972973
(8.933037602825763e-43+5.24981338154959e-43j),331.3981981981982
(8.943919867898628e-43+5.242914957132191e-43j),332.39909909909915
(8.918898293215159e-43+5.176816884178288e-43j),333.40000000000003
(8.913569411763323e-43+5.1207993783451186e-43j),334.4009009009009
(8.930341632826411e-43+5.091938337771422e-43j),335.4018018018018
(8.93803954538253e-43+5.048807523383663e-43j),336.4027027027027
(8.921986530589648e-43+5.028717271474359e-43j),337.40360360360364
(8.924052748970886e-43+4.992068364920889e-43j),338.40450450450453
(8.914125286353661e-43+4.967979383501049e-43j),339.4054054054054
(8.895575998891293e-43+4.927865930668843e-43j),340.4063063063063
(8.935104456105618e-43+4.878529566375019e-43j),341.40720720720725
(8.920275712470276e-43+4.847480777448511e-43j),342.40810810810814
(8.921766795552112e-43+4.809126252130438e-43j),343.409009009009
(8.902753810020917e-43+4.794777968187122e-43j),344.4099099099099
(8.929106778021997e-43+4.7346036703858464e-43j),345.41081081081086
(8.949184635051288e-43+4.703910748959045e-43j),346.41171171171175
(8.928410768139729e-43+4.660345354331174e-43j),347.41261261261263
(8.888469677226366e-43+4.616397282504851e-43j),348.4135135135135
(8.932274946570421e-43+4.606493962990117e-43j),349.4144144144144
(8.910946431766695e-43+4.5553978600629515e-43j),350.41531531531535
(8.913897337798014e-43+4.52251839773789e-43j),351.41621621621624
(8.915310140984706e-43+4.5426619844143525e-43j),352.41711711711713
(8.925358027802189e-43+4.454846069084559e-43j),353.418018018018
(8.924512065683546e-43+4.4189195831829415e-43j),354.41891891891896
(8.935098574017899e-43+4.374758492746498e-43j),355.41981981981985
(8.909723074914498e-43+4.357038120552866e-43j),356.42072072072074
(8.924401159832912e-43+4.320675419909532e-43j),357.4216216216216
(8.932303464465403e-43+4.287852180463714e-43j),358.42252252252257
(8.924316457007009e-43+4.249656305230305e-43j),359.42342342342346
(8.920868900656873e-43+4.2199238152292925e-43j),360.42432432432435
(8.922657941246598e-43+4.170075687766738e-43j),361.42522522522523
(8.9470302501899e-43+4.1541053177399764e-43j),362.4261261261261
(8.933969808717114e-43+4.105976073742225e-43j),363.42702702702707
(8.961699368871515e-43+4.082744373155903e-43j),364.42792792792795
(8.913740770831763e-43+4.04027350434036e-43j),365.42882882882884
(8.925385954095774e-43+4.016563977320823e-43j),366.42972972972973
(8.93504084615452e-43+3.988316881555043e-43j),367.4306306306307
(8.916835733998023e-43+3.9338319307671645e-43j),368.43153153153156
(8.929560885222647e-43+3.906916109162572e-43j),369.43243243243245
(8.92619910725513e-43+3.875035534928395e-43j),370.43333333333334
(8.918032373423826e-43+3.8447539877334914e-43j),371.4342342342343
(8.912713694546736e-43+3.789054401297064e-43j),372.43513513513517
(8.925262385577556e-43+3.774279997966358e-43j),373.43603603603606
(8.949605188694186e-43+3.720025715770639e-43j),374.43693693693695
(8.93537463486431e-43+3.6921650540058374e-43j),375.43783783783783
(8.962389819036061e-43+3.6256104115924435e-43j),376.4387387387388
(8.923700563923568e-43+3.637749616086787e-43j),377.43963963963967
(8.906234120565986e-43+3.606135875948329e-43j),378.44054054054055
(8.929304334420691e-43+3.582604006936492e-43j),379.44144144144144
(8.907102890526335e-43+3.5407144590449085e-43j),380.4423423423424
(8.939351934676178e-43+3.5209916046377744e-43j),381.4432432432433
(8.929928442211963e-43+3.481471596264556e-43j),382.44414414414416
(8.917308446597793e-43+3.43964622245018e-43j),383.44504504504505
(8.947239374377579e-43+3.3674292621347928e-43j),384.44594594594594
(8.928383741079979e-43+3.3789834014812442e-43j),385.4468468468469
(8.931877913992833e-43+3.3532339358268357e-43j),386.44774774774777
(8.9286677673798e-43+3.3221502781560117e-43j),387.44864864864866
(8.91891059960113e-43+3.3116372056290555e-43j),388.44954954954954
(8.924492032163476e-43+3.2587477420949407e-43j),389.4504504504505
(8.925445188112248e-43+3.2119449824379734e-43j),390.4513513513514
(8.938708742678959e-43+3.1914961955625393e-43j),391.45225225225226
(8.944560795132494e-43+3.1315487295133967e-43j),392.45315315315315
(8.946932566015656e-43+3.123130195698003e-43j),393.4540540540541
(8.914511986353101e-43+3.0843358183354633e-43j),394.454954954955
(8.927713927000083e-43+3.0601053448658577e-43j),395.4558558558559
(8.93149360787206e-43+3.0220537683386913e-43j),396.45675675675676
(8.92454781787063e-43+2.9937907208597227e-43j),397.45765765765765
(8.933999055525232e-43+2.9842743786816307e-43j),398.4585585585586
(8.916313603678522e-43+2.924244917033722e-43j),399.4594594594595
(8.839166505206654e-43+2.7814928379604147e-43j),400.46036036036037
(8.929205941030605e-43+2.888813512057237e-43j),401.46126126126126
(8.947111773304945e-43+2.8405417433522367e-43j),402.4621621621622
(8.92449447706349e-43+2.8159780429292047e-43j),403.4630630630631
(8.932096536488915e-43+2.78113254515706e-43j),404.463963963964
(8.933853158018193e-43+2.751963445741292e-43j),405.46486486486486
(8.922622272757431e-43+2.726389759722627e-43j),406.4657657657658
(8.9422820677278e-43+2.671003057143506e-43j),407.4666666666667
(8.922600554876354e-43+2.703212739554046e-43j),408.4675675675676
(8.924636497380158e-43+2.6338042060500683e-43j),409.4684684684685
(8.929592925463558e-43+2.594276317841005e-43j),410.46936936936936
(8.925366532107594e-43+2.561967392598503e-43j),411.4702702702703
(8.943845372284335e-43+2.556256920810762e-43j),412.4711711711712
(8.92368623087254e-43+2.5046070370019113e-43j),413.4720720720721
(8.939250383944466e-43+2.4812368676969306e-43j),414.47297297297297
(8.926785071141053e-43+2.441404000945463e-43j),415.4738738738739
(8.95888463832434e-43+2.4568282550896396e-43j),416.4747747747748
(8.931210335994824e-43+2.388095780217082e-43j),417.4756756756757
(8.944625155687928e-43+2.3549851943981178e-43j),418.4765765765766
(8.928268520274727e-43+2.3297084735267066e-43j),419.4774774774775
(8.914106953573858e-43+2.2979614573979523e-43j),420.4783783783784
(8.927153830710727e-43+2.2605005809799995e-43j),421.4792792792793
(8.931196107786805e-43+2.2365011678836986e-43j),422.4801801801802
(8.926326946669661e-43+2.2041599599363724e-43j),423.4810810810811
(8.923252507968133e-43+2.1192391203300572e-43j),424.481981981982
(8.918202307834809e-43+2.1445806261429526e-43j),425.4828828828829
(8.947857335866521e-43+2.0926764891253367e-43j),426.4837837837838
(8.923254640850518e-43+2.087923287113294e-43j),427.4846846846847
(8.929343782495417e-43+2.0388610310819427e-43j),428.4855855855856
(8.921912491776555e-43+2.0356877891650423e-43j),429.4864864864865
